Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,position_4,position_5,position_6,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6
1705910041.5149338,1,1705910245,123263939,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.742231831894887,-0.7821774510545378,0.9092647720342548,-2.1140677473601626,0.8048523038921713,3.1355392806635156,-1.0021242207901093,-0.011149115554871684,0.06115972790190105,0.14142828051571932,0.018947094820500297,-0.08744946573519181,-0.003652029425850057,0.1117710180666242,6.8499650955200195,6.600656509399414,-17.115543365478516,20.617616653442383,0.07732433080673218,1.193109154701233,0.28498363494873047
1705910041.5482755,2,1705910245,157286619,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.7365175922085728,-0.7800420337638017,0.9084112698271075,-2.1152575869451735,0.7909713108293953,3.135327473486771,-0.9920633837071515,0.09524226442006996,-0.013855647099385623,-0.18371830035326156,-0.06250928473232326,-0.4616732247876372,-0.0029594477579890704,0.08304168643750215,-14.80347728729248,14.253549575805664,-33.980472564697266,15.404603958129883,2.391777515411377,1.641717553138733,0.23371410369873047
1705910041.5822132,3,1705910245,191330504,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.7383839589556,-0.7819083426883676,0.8978612083766806,-2.1140435621942877,0.7848555851517369,3.136143696140083,-0.9849248378688404,0.057289854084056166,-0.0146950031581803,-0.23187914595276937,0.07656116177722032,-0.05981938430054171,0.028215660642838484,0.1724293607760316,15.80412769317627,4.010019302368164,-2.127140760421753,15.785463333129883,-1.465339183807373,-0.03186643123626709,0.03779125213623047
1705910041.6164799,4,1705910245,225261525,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.7335043767382158,-0.7795407706267987,0.8932648828484775,-2.1146380264825666,0.7737246002007409,3.136254882669243,-0.978072075258884,-0.05617351848934087,0.033770674529726305,-0.042608620523232006,-0.023805881681917353,-0.4015796303381763,0.014658118250816489,0.15878729816659495,-7.5869855880737305,11.214609146118164,-1.904972791671753,8.231752395629883,0.14141124486923218,-0.6544250249862671,0.20258617401123047
1705910041.649904,5,1705910245,259311710,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.733957689915428,-0.7785152092302523,0.8989629465728259,-2.1145076927099473,0.7674007223418312,3.1366880636248577,-0.9703912672398419,0.18578538626987237,0.1068432880471882,0.2147333106368769,-0.057180170229434786,-0.24868666520641663,-0.03218327235258758,0.21163891052191922,5.6756486892700195,-1.730642557144165,-16.599796295166016,19.939210891723633,0.7676319479942322,1.498895287513733,0.23371410369873047
1705910041.6849449,6,1705910245,293389149,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.73333831642071,-0.7779423484504943,0.8989303592405994,-2.1168335767754822,0.7568553029348316,3.136533809850407,-0.9629481800779357,0.09390731561692756,-0.01953890488767221,-0.19498116274210306,0.03586870218583656,-0.11696259638171289,0.018045960222551304,0.21732672743693843,10.85295581817627,9.901437759399414,-21.090763092041016,22.882936477661133,0.5945972800254822,1.488824486732483,0.15131664276123047
1705910041.7186022,7,1705910245,327261704,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.7310320789047764,-0.7775604991900836,0.8902650703330455,-2.115818103556564,0.7479959867429585,3.136819422240888,-0.9555437961014259,0.05753695788301753,-0.008913233138610338,-0.21811686946005882,0.03658506774041186,-0.19277425802812542,0.03885391906489639,0.2176106887670163,3.6364641189575195,7.723398208618164,-4.666203498840332,12.575929641723633,-0.4124827980995178,-0.4914611577987671,0.11011791229248047
1705910041.7522528,8,1705910245,361282605,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.7293789915057867,-0.777051523011145,0.8888956165260389,-2.1149666157544593,0.7391821615135927,3.1374474926420284,-0.9481118328947385,0.020716681843811664,0.02554449185292943,0.13940154173906266,-0.0009789291460014235,-0.24936119631144335,0.007344391074987234,0.21305353742958882,4.8821916580200195,5.846872329711914,2.439204454421997,11.326234817504883,-0.5937572121620178,-0.2872985601425171,0.08906078338623047
1705910041.7877762,9,1705910245,397792541,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.7282747807922354,-0.7755205293990088,0.8921909836872576,-2.1162691945078853,0.7299589380673045,3.1373891685360094,-0.9407166201474759,0.01525195293257105,0.023583245052697602,0.018783144572445683,-0.050382012067599714,-0.2938704600814228,-0.00633351465299766,0.2156308798271669,-3.3538923263549805,13.087167739868164,-28.604801177978516,17.217653274536133,1.811333179473877,1.172052025794983,0.20258617401123047
1705910041.8229415,10,1705910245,431350886,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.7269298004104721,-0.7746504746475011,0.8865982380256848,-2.117222027949569,0.7200384617941629,3.1373200136020847,-0.93283206571106,0.04137623013828921,0.007071368277266283,-0.19029888340180098,0.009999515699737636,-0.26324300297006886,0.01597365489529473,0.22189226062420953,5.8264055252075195,5.700082778930664,-11.073369026184082,15.971925735473633,0.3409962058067322,0.5595642328262329,0.22272777557373047
