Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,position_4,position_5,position_6,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6
1705910011.320419,1,1705910214,927966300,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5317076739700217,-0.6585154106993424,0.6192665055927478,-2.153882187491969,-0.5146641299989488,3.1714880935506407,0.09028788535479175,0.0012083344932032056,-0.0001569943622307123,-0.00017685253368434758,0.0011484105087291169,0.00023184787567210203,-0.0002778561986376893,0.0006424845496351905,-0.02930733561515808,1.272592306137085,-9.859379768371582,16.765382766723633,1.674919605255127,0.2849060297012329,0.006663322448730469
1705910011.3558786,2,1705910214,961899414,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5317069719597609,-0.6585154106993424,0.6192665055927478,-2.1538902612652695,-0.5146658063857152,3.1714861423539618,0.09029073864127708,0.0005057120552890653,0.0002586911437387479,-0.0003227728867796773,-0.001592731145957617,-0.0003504042709878217,0.0003756101362130278,0.002065765139052339,-0.02930733561515808,1.272592306137085,-9.859379768371582,16.880434036254883,1.693230152130127,0.2638489007949829,-0.04460620880126953
1705910011.3890154,3,1705910214,995825684,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5317076739581312,-0.6585154106993424,0.6192687194769598,-2.1538874772055108,-0.51466514719702,3.171487928028095,0.09028062622778216,0.0006700249580602136,8.059320215390604e-06,-0.00018712659477301342,-7.513840444901995e-06,-3.6152959409174795e-05,-0.00010062329250672983,-0.0013533581990518835,-0.02930733561515808,1.272592306137085,-9.859379768371582,16.840761184692383,1.684074878692627,0.2849060297012329,0.04786205291748047
1705910011.4224982,4,1705910215,29881173,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5317073492983542,-0.6585154106953299,0.6192671546888919,-2.153887476864953,-0.514664789459487,3.17148698062093,0.090283590159923,0.001066914072409245,0.00013154031369487919,5.695130431491198e-05,-0.00028701704580851923,0.00017491134751727196,-0.00045217108189100165,0.0009520020164386374,-0.02930733561515808,1.272592306137085,-9.823674201965332,16.840761184692383,1.684074878692627,0.2949768304824829,0.01764965057373047
1705910011.4565547,5,1705910215,63952140,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5317072990919257,-0.6585168643140684,0.6192696646389209,-2.1538863645911173,-0.5146627721331979,3.1714858621356656,0.09028336047970782,-6.64149486718748e-05,-0.0005822661701942618,0.000730702297257542,0.0006250634507790113,-0.00011337067571405325,-0.00027218450893595384,-0.000860352277195521,0.010365515947341919,1.308297872543335,-9.859379768371582,16.840761184692383,1.693230152130127,0.3050476312637329,0.04786205291748047
1705910011.4907227,6,1705910215,97878092,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5317040803328457,-0.6585147563320864,0.6192707360876499,-2.1538816336916264,-0.514662409411539,3.1714903189927015,0.09028612748119566,0.0003030086605228265,0.0003611786483357436,0.0005129015408639126,0.0010740702247039433,0.0001028806960474587,0.0002233057839129085,0.0003763026137357937,0.010365515947341919,1.308297872543335,-9.859379768371582,16.805055618286133,1.693230152130127,0.2949768304824829,0.01764965057373047
1705910011.524243,7,1705910215,131957808,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5317008736187983,-0.6585091311782388,0.6192678723092218,-2.153886923405162,-0.5146613365279303,3.17148957086934,0.0902814954717957,0.0005975177726140693,0.0006625699272118471,-0.0015361062816269951,-0.0007291135772867828,0.000335855265610268,0.00017170518999836773,-0.0014211295333768047,0.010365515947341919,1.272592306137085,-9.787968635559082,16.880434036254883,1.693230152130127,0.3050476312637329,0.06891918182373047
1705910011.559045,8,1705910215,165956339,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5317005290024962,-0.6585090926069962,0.6192738302899919,-2.1538891120397756,-0.5146623537805345,3.1714864073334272,0.09028717719760636,-0.0008587488839896505,-0.00025833694818326776,-0.00015256902153255517,-0.0011285606475196506,-0.0002477794429983612,-0.0002858524669354758,0.0007711647322114056,0.04607108235359192,1.272592306137085,-9.823674201965332,16.916139602661133,1.702385425567627,0.3151184320449829,0.02772045135498047
1705910011.5923462,9,1705910215,199947003,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5316970694889929,-0.6585059004471322,0.6192791826467643,-2.1538840623822177,-0.5146585009363058,3.171490117714341,0.09028402903798118,-0.0005977754518920339,-0.0003668261382289242,0.0003431263274246617,-0.00018804837108564806,-7.15019586116257e-06,4.2557901368536165e-05,-0.0022173627603751817,0.04607108235359192,1.272592306137085,-9.859379768371582,16.880434036254883,1.710625171661377,0.3151184320449829,0.08906078338623047
1705910011.6262062,10,1705910215,233896799,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5316920643689005,-0.6585083796099612,0.6192799353374974,-2.153884062269159,-0.5146585009362963,3.1714933408901227,0.09029340449085942,9.163628444827615e-05,-0.0004128225651741127,-0.0005309894562126282,0.0004879739928566458,9.769053210844098e-05,0.00014735167370915717,0.001083891695204367,0.010365515947341919,1.308297872543335,-9.823674201965332,16.880434036254883,1.710625171661377,0.3151184320449829,0.01764965057373047
