Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,position_4,position_5,position_6,position_7,position_8,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,velocity_7,velocity_8,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6,effort_7,effort_8
1705910004.8331237,24540,1705910208,441358566,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']",-0.5317076739700216,-0.6585179163531253,0.619264000224292,-2.1538849715517276,-0.5146671817567613,3.171491029098893,0.09028510029375286,0.0,0.0,0.0005547357398617953,-0.00034078290743685204,-0.0005766468595326207,0.00016176736943330637,-0.0008451268461519052,0.0005912885109220641,-0.009017031586646997,0.0,0.0,-0.02930733561515808,1.308297872543335,-9.823674201965332,16.805055618286133,1.702385425567627,0.2537781000137329,-0.0034074783325195312,0.0,0.0
1705910004.866247,24541,1705910208,474595308,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']",-0.5317104580297803,-0.6585154106993424,0.6192690112465307,-2.1538849970965273,-0.5146661645041571,3.1714867310398915,0.09027670480258389,0.0,0.0,2.099542796709021e-05,-0.0041764985818788306,0.0005845278852093663,0.0003314107323693657,-0.0005333766641176896,0.0003320502830201952,-0.0022910897517855757,0.0,0.0,0.010365515947341919,1.272592306137085,-9.895085334777832,16.805055618286133,1.693230152130127,0.2638489007949829,0.06891918182373047,0.0,0.0
1705910004.8998566,24542,1705910208,507763147,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']",-0.5317076739699726,-0.6585172233010466,0.6192690112465304,-2.1538874772056547,-0.5146641299989488,3.1714845223391923,0.09028474104473974,0.0,0.0,0.0005095900523089499,-0.0018549340312004109,0.0005733676353984431,-0.0010550712521077788,0.0002616329114504415,-0.0003578813853354516,0.0016176397143992782,0.0,0.0,-0.02930733561515808,1.308297872543335,-9.895085334777832,16.840761184692383,1.674919605255127,0.2849060297012329,-0.0034074783325195312,0.0,0.0
1705910004.93228,24543,1705910208,541095733,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']",-0.5317104580297803,-0.6585154106993424,0.6192711182402897,-2.1538849715517276,-0.5146641299989488,3.171484565523305,0.09027939948015093,0.0,0.0,0.00015700567635897514,3.447346845070886e-06,0.001005560375297189,-0.00020636778851783035,0.00031659098802736815,0.0001168971448994672,-0.0019508979848698585,0.0,0.0,0.010365515947341919,1.272592306137085,-9.895085334777832,16.805055618286133,1.674919605255127,0.2739197015762329,0.04786205291748047,0.0,0.0
1705910004.9677598,24544,1705910208,574848413,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']",-0.5317048899102628,-0.6585154106993424,0.6192686116236765,-2.1538902612652695,-0.5146661645041571,3.1714833448558966,0.09028815056943064,0.0,0.0,0.001084629081027892,-0.00025125105854989564,-0.0005949289183335904,0.0034217075337395655,0.00023724744835509475,-0.0001283471359522379,0.0019483070927752352,0.0,0.0,-0.06898018717765808,1.272592306137085,-9.859379768371582,16.880434036254883,1.693230152130127,0.2849060297012329,-0.03361988067626953,0.0,0.0
1705910004.999734,24545,1705910208,607992649,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']",-0.5317129636835632,-0.6585207004128334,0.6192690112465307,-2.1538849724965354,-0.5146641299989488,3.1714888047043237,0.09028666033292294,0.0,0.0,-0.0011997225724429425,-0.0017578178627301977,0.0010741395190501583,0.00036007359009153773,0.0007979665771529483,4.335266344155115e-05,-0.0008552268608143662,0.0,0.0,0.04607108235359192,1.347970724105835,-9.895085334777832,16.805055618286133,1.674919605255127,0.2739197015762329,0.01764965057373047,0.0,0.0
1705910005.0329266,24546,1705910208,641252040,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']",-0.5317076739700216,-0.6585126266395837,0.619261494285182,-2.1538849715633916,-0.514665147251553,3.1714856859425082,0.09028709728946133,0.0,0.0,0.0007308317392019893,0.0011014977370765672,-0.0018184758139024393,0.0003833106877293698,8.252369995362042e-05,0.0005539742660777136,0.0023242853716748443,0.0,0.0,-0.02930733561515808,1.232919454574585,-9.787968635559082,16.805055618286133,1.684074878692627,0.2638489007949829,-0.02354907989501953,0.0,0.0
1705910005.066607,24547,1705910208,674539804,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']",-0.5317048899102628,-0.6585126266395837,0.6192639999389649,-2.1538881659702946,-0.5146661645041568,3.171484905636837,0.09028485935765546,0.0,0.0,0.001505727884682682,0.00025319608618749233,-0.0008609115165585574,-0.00033933115754948193,-0.0005294460911624132,-0.00012170863853434612,-9.199697951028766e-05,0.0,0.0,-0.06898018717765808,1.232919454574585,-9.823674201965332,16.840761184692383,1.693230152130127,0.2739197015762329,-0.0034074783325195312,0.0,0.0
1705910005.0996559,24548,1705910208,707812070,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']",-0.5317129636835632,-0.6585154106993424,0.6192639219379733,-2.1538874772055108,-0.5146641299989488,3.1714857896410638,0.09027904881152005,0.0,0.0,-0.0008916137999914303,-0.00014241757958706266,-0.00027040500217928316,-5.123452907424199e-05,0.0001970394295296471,0.0004988768299027422,-0.0015284014525276343,0.0,0.0,0.04607108235359192,1.272592306137085,-9.823674201965332,16.840761184692383,1.674919605255127,0.2638489007949829,0.04786205291748047,0.0,0.0
1705910005.1330693,24549,1705910208,741084098,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']",-0.5317129636835632,-0.6585154106993931,0.6192665055927478,-2.1538849715516757,-0.5146661645041571,3.1714847447864356,0.09028585092851718,0.0,0.0,-0.001091364391663499,0.000452019730113319,-8.90050876457297e-05,0.0006196919268638723,-0.00046005917169020293,-0.0001756294842983456,0.0001086295305927942,0.0,0.0,0.04607108235359192,1.272592306137085,-9.859379768371582,16.805055618286133,1.693230152130127,0.2849060297012329,-0.0034074783325195312,0.0,0.0
